Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason,Churn_Risk
5276-KQWHG,Female,74,No,Yes,No,No,0,United States,California,Woody,93287,35.710244,-118.881679,88,Q3,0,0,2,Offer E,1,15.32,0,Yes,Fiber Optic,21,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.6,131.65,0.0,0,30.64,162.29000000000002,3,Churned,Yes,74,4596,Price,Extra data charges,0.87
0691-IFBQW,Female,65,No,Yes,No,No,0,United States,California,Biola,93606,36.798882,-120.019511,807,Q3,0,0,46,,1,2.37,1,Yes,Fiber Optic,20,1,1,1,0,1,1,1,1,One Year,1,Bank Withdrawal,110.0,4874.8,0.0,0,109.02,4983.820000000001,1,Churned,Yes,81,2403,Competitor,Competitor made better offer,0.97
8752-STIVR,Female,61,No,No,No,No,0,United States,California,Elmira,95625,38.349195,-121.902943,171,Q3,0,0,4,,1,27.57,0,Yes,Fiber Optic,27,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,79.0,303.15,0.0,0,110.28,413.4299999999999,3,Churned,Yes,69,2085,Dissatisfaction,Limited range of services,0.95
3045-XETSH,Female,34,No,No,No,No,0,United States,California,Lake Hughes,93532,34.659579,-118.584212,2771,Q3,0,0,10,,1,43.26,1,Yes,Fiber Optic,21,0,1,1,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,94.85,953.45,0.0,0,432.6,1386.05,3,Churned,Yes,90,3074,Competitor,Competitor offered more data,1.0
3389-YGYAI,Female,79,No,Yes,No,No,0,United States,California,Princeton,95970,39.424957,-122.039307,495,Q3,0,0,8,,1,45.16,1,Yes,Fiber Optic,15,0,1,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,105.5,829.55,0.0,0,361.28,1190.83,3,Churned,Yes,72,5546,Price,Price too high,0.99
6543-CPZMK,Male,32,No,No,Yes,No,0,United States,California,Ventura,93001,34.360261,-119.306383,32899,Q3,1,1,9,Offer E,0,0.0,0,Yes,DSL,9,0,1,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,29.95,248.95,0.0,10,0.0,258.95,2,Churned,Yes,83,2573,Competitor,Competitor offered more data,0.98
9611-CTWIH,Female,56,No,No,No,No,0,United States,California,Garden Grove,92841,33.786738,-117.982564,31428,Q3,0,0,3,,1,16.15,0,Yes,Fiber Optic,13,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,89.45,240.45,0.0,0,48.45,288.9,3,Churned,Yes,84,3591,Competitor,Competitor made better offer,0.94
7314-OXENN,Male,42,No,No,No,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,0,0,2,,1,41.18,1,Yes,Fiber Optic,14,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,82.0,184.65,0.0,0,82.36,267.01,3,Churned,Yes,90,3051,Competitor,Competitor made better offer,0.98
7615-ESMYF,Female,23,Yes,No,Yes,No,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,1,1,2,,0,0.0,0,Yes,Cable,51,0,0,0,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,44.6,97.1,0.0,0,0.0,97.1,3,Churned,Yes,70,5482,Competitor,Competitor made better offer,0.98
2165-VOEGB,Female,23,Yes,No,No,No,0,United States,California,Burbank,91501,34.188339,-118.300942,18112,Q3,0,0,46,,1,43.04,0,Yes,Fiber Optic,71,1,1,0,1,1,1,1,1,One Year,1,Bank Withdrawal,105.2,4822.85,0.0,0,1979.84,6802.6900000000005,2,Churned,Yes,91,3322,Other,Don't know,0.93
7228-OMTPN,Male,32,No,No,No,No,0,United States,California,Santa Barbara,93110,34.437945,-119.77191,15757,Q3,0,0,4,,1,49.14,0,Yes,Fiber Optic,15,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,88.45,370.65,0.0,0,196.56,567.21,3,Churned,Yes,91,2456,Other,Don't know,0.99
8183-ONMXC,Female,41,No,No,No,No,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,0,0,2,,1,5.11,0,Yes,Fiber Optic,6,0,0,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,80.75,159.45,0.0,0,10.22,169.67,3,Churned,Yes,87,2176,Competitor,Competitor made better offer,0.98
4112-LUEIZ,Male,55,No,No,No,No,0,United States,California,La Palma,90623,33.850504,-118.039892,15505,Q3,0,0,10,Offer D,1,12.78,0,Yes,Fiber Optic,2,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,89.5,863.1,0.0,0,127.8,990.9,3,Churned,Yes,84,4206,Attitude,Attitude of support person,1.0
3512-IZIKN,Female,57,No,No,Yes,No,0,United States,California,San Bernardino,92404,34.183286,-117.221722,53636,Q3,1,1,70,Offer A,1,42.67,1,Yes,DSL,24,1,0,1,1,0,0,0,1,Two Year,0,Credit Card,65.3,4759.75,0.0,0,2986.9,7746.65,1,Churned,Yes,85,5591,Dissatisfaction,Product dissatisfaction,0.97
2150-UWTFY,Female,21,Yes,No,Yes,Yes,3,United States,California,San Mateo,94402,37.556634,-122.317723,23393,Q3,1,1,22,Offer D,1,42.98,0,Yes,DSL,30,1,1,1,0,0,0,0,0,Month-to-Month,0,Credit Card,61.15,1422.05,0.0,80,945.56,2447.6099999999997,1,Churned,Yes,87,4626,Dissatisfaction,Service dissatisfaction,0.74
6275-YDUVO,Female,62,No,No,No,No,0,United States,California,Orosi,93647,36.600185,-119.175655,9780,Q3,0,0,2,Offer E,1,24.05,0,Yes,Fiber Optic,27,0,0,1,0,0,1,1,1,Month-to-Month,1,Mailed Check,86.2,178.7,0.0,0,48.1,226.8,3,Churned,Yes,95,2969,Attitude,Attitude of service provider,1.0
1383-EZRWL,Female,62,No,No,No,No,0,United States,California,Long Beach,90810,33.819814,-118.222416,35656,Q3,0,0,7,Offer E,1,48.22,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,20.05,164.85,0.0,0,337.53999999999996,502.39,2,Churned,Yes,89,5595,Other,Moved,0.87
7625-XCQRH,Female,48,No,No,No,No,0,United States,California,Strathmore,93267,36.141319,-119.129075,5689,Q3,0,0,11,,1,15.6,1,Yes,Fiber Optic,4,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.5,837.95,0.0,0,171.6,1009.55,3,Churned,Yes,76,2291,Dissatisfaction,Network reliability,0.73
7694-VLBWQ,Male,61,No,No,Yes,No,0,United States,California,Coronado,92118,32.68674,-117.186612,24093,Q3,1,4,67,Offer A,1,8.18,1,Yes,Fiber Optic,3,0,1,1,0,1,1,1,1,One Year,0,Bank Withdrawal,104.1,7040.85,0.0,0,548.06,7588.91,2,Churned,Yes,74,4857,Dissatisfaction,Product dissatisfaction,0.73
4523-WXCEF,Female,21,Yes,No,Yes,No,0,United States,California,San Jose,95129,37.305622,-122.000887,37570,Q3,1,4,59,Offer B,1,9.23,1,Yes,Fiber Optic,48,0,1,0,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,101.1,6039.9,0.0,0,544.57,6584.469999999999,2,Churned,Yes,87,4160,Dissatisfaction,Service dissatisfaction,0.97
6338-AVWCY,Male,19,Yes,No,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,0,0,3,,0,0.0,0,Yes,DSL,26,0,0,1,0,1,0,0,1,Month-to-Month,1,Mailed Check,40.15,130.75,0.0,0,0.0,130.75,3,Churned,Yes,75,4710,Competitor,Competitor made better offer,0.9
2898-LSJGD,Female,30,No,No,Yes,No,0,United States,California,Santa Ana,92707,33.714829,-117.872941,62634,Q3,1,1,21,,0,0.0,0,Yes,Cable,69,1,0,1,0,1,1,1,0,One Year,1,Bank Withdrawal,55.95,1157.05,0.0,10,0.0,1167.05,1,Churned,Yes,74,5531,Attitude,Attitude of service provider,0.99
4228-ZGYUW,Male,42,No,No,No,No,0,United States,California,San Francisco,94108,37.791998,-122.408653,13723,Q3,0,0,4,Offer E,1,12.24,1,Yes,Fiber Optic,11,0,1,0,0,0,1,1,0,Month-to-Month,1,Bank Withdrawal,90.05,368.1,0.0,30,48.96,447.06,3,Churned,Yes,91,3212,Competitor,Competitor offered more data,0.71
0867-MKZVY,Female,26,Yes,No,Yes,Yes,1,United States,California,Altadena,91001,34.196837,-118.142236,36243,Q3,1,5,20,,1,36.6,1,Yes,Fiber Optic,51,1,0,0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,82.4,1592.35,33.43,0,732.0,2290.92,1,Churned,Yes,86,5719,Price,Price too high,0.99
1555-DJEQW,Female,21,Yes,No,Yes,No,0,United States,California,Cupertino,95014,37.306612,-122.080621,54431,Q3,1,1,70,Offer A,1,16.78,1,Yes,Fiber Optic,48,1,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,114.2,7723.9,48.54,0,1174.6,8849.96,1,Churned,Yes,73,5947,Price,Price too high,0.97
9254-RBFON,Female,38,No,No,Yes,No,0,United States,California,Klamath River,96050,41.816595,-122.948287,482,Q3,1,1,17,Offer D,1,5.4,0,Yes,Fiber Optic,8,0,0,1,1,1,1,1,1,One Year,0,Bank Withdrawal,98.6,1704.95,0.0,0,91.8,1796.75,2,Churned,Yes,91,5160,Competitor,Competitor had better devices,0.8
5876-HZVZM,Female,55,No,No,Yes,Yes,3,United States,California,West Covina,91792,34.024405,-117.898722,31622,Q3,1,1,6,Offer E,1,14.51,0,Yes,Cable,20,1,1,0,0,0,0,0,0,Month-to-Month,0,Credit Card,55.9,365.35,0.0,30,87.06,482.41,1,Churned,Yes,87,4914,Attitude,Attitude of service provider,0.98
3092-IGHWF,Male,34,No,No,Yes,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201,Q3,1,1,67,Offer A,1,28.4,1,Yes,Cable,10,0,1,1,0,0,0,0,1,One Year,0,Bank Withdrawal,87.4,5918.8,0.0,0,1902.8,7821.6,2,Churned,Yes,65,4421,Competitor,Competitor made better offer,0.99
2205-YMZZJ,Male,75,No,Yes,No,No,0,United States,California,Clovis,93612,36.814539,-119.711868,33856,Q3,0,0,7,,1,39.51,1,Yes,Fiber Optic,13,0,0,0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,84.8,546.95,0.0,0,276.57,823.52,3,Churned,Yes,70,2015,Competitor,Competitor made better offer,0.88
4910-AQFFX,Male,30,No,No,Yes,No,0,United States,California,Soulsbyville,95372,37.990574,-120.261821,1519,Q3,1,1,9,,1,31.67,1,Yes,Cable,59,0,0,1,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,79.35,661.25,0.0,10,285.03000000000003,956.28,3,Churned,Yes,93,4533,Dissatisfaction,Network reliability,0.87
1010-DIAUQ,Male,54,No,No,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,0,0,5,Offer E,1,20.86,0,Yes,Fiber Optic,8,0,0,1,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,96.5,492.55,0.0,0,104.3,596.85,3,Churned,Yes,91,5383,Competitor,Competitor made better offer,0.99
3523-QRQLL,Female,22,Yes,No,Yes,No,0,United States,California,Bieber,96009,41.083464,-121.107929,595,Q3,1,1,22,,1,35.04,0,Yes,DSL,76,0,1,0,0,1,1,1,1,One Year,1,Bank Withdrawal,69.5,1498.2,49.57,0,770.88,2219.51,2,Churned,Yes,94,5922,Competitor,Competitor offered more data,0.78
9248-OJYKK,Male,74,No,Yes,No,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,Q3,0,0,1,,1,3.84,1,Yes,Fiber Optic,13,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,76.45,76.45,0.0,10,3.84,90.29,3,Churned,Yes,95,3763,Competitor,Competitor made better offer,0.98
4959-JOSRX,Female,41,No,No,Yes,No,0,United States,California,La Puente,91744,34.031441,-117.936436,84965,Q3,1,3,2,Offer E,1,30.19,0,Yes,Cable,16,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,44.6,80.55,0.0,0,60.38,140.93,2,Churned,Yes,91,4884,Price,Lack of affordable download/upload speed,0.93
6986-IJDHX,Male,29,Yes,No,Yes,No,0,United States,California,Huntington Beach,92648,33.679659,-118.016195,42663,Q3,1,5,39,Offer C,1,40.25,0,Yes,Fiber Optic,19,0,1,0,0,1,0,0,1,Month-to-Month,1,Credit Card,86.3,3266.0,0.0,0,1569.75,4835.75,1,Churned,Yes,91,3364,Competitor,Competitor had better devices,1.0
8473-VUVJN,Male,80,No,Yes,No,No,0,United States,California,Temecula,92590,33.475493,-117.219551,3070,Q3,0,0,1,,1,39.88,1,Yes,Fiber Optic,19,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.65,73.65,0.0,0,39.88,113.53,3,Churned,Yes,86,5443,Attitude,Attitude of service provider,0.98
7359-SSBJK,Female,80,No,Yes,No,No,0,United States,California,Whittier,90605,33.960891,-118.032222,38181,Q3,0,0,64,Offer B,1,29.12,0,Yes,DSL,24,1,1,0,1,1,0,0,1,Two Year,1,Credit Card,70.2,4481.0,0.0,0,1863.68,6344.68,1,Churned,Yes,89,6080,Price,Lack of affordable download/upload speed,0.96
2276-YDAVZ,Female,63,No,No,No,No,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,0,0,3,Offer E,1,26.52,1,Yes,Fiber Optic,10,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,75.1,270.7,0.0,0,79.56,350.26,3,Churned,Yes,92,4965,Competitor,Competitor made better offer,0.98
9117-SHLZX,Male,36,No,No,No,No,0,United States,California,Fremont,94538,37.505768,-121.962472,56126,Q3,0,0,1,,1,10.41,0,Yes,DSL,17,0,0,0,0,0,0,0,1,Month-to-Month,1,Mailed Check,45.7,45.7,0.0,0,10.41,56.11,3,Churned,Yes,72,3571,Dissatisfaction,Poor expertise of phone support,0.77
7841-TZDMQ,Male,19,Yes,No,No,No,0,United States,California,Sun Valley,91352,34.231053,-118.338307,46639,Q3,0,0,2,,1,49.81,0,Yes,DSL,41,0,0,0,0,0,0,1,1,Month-to-Month,1,Credit Card,46.0,84.5,0.0,0,99.62,184.12,3,Churned,Yes,76,2667,Other,Don't know,0.95
3982-XWFZQ,Female,30,No,No,Yes,No,0,United States,California,Denair,95316,37.524721,-120.757977,5513,Q3,1,2,42,Offer B,1,10.79,1,Yes,Cable,41,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.25,2203.65,28.49,0,453.1799999999999,2628.34,2,Churned,Yes,90,4873,Competitor,Competitor offered more data,0.96
9488-HGMJH,Female,78,No,Yes,No,No,0,United States,California,Indian Wells,92210,33.537646,-116.291089,3873,Q3,0,0,1,Offer E,1,24.75,0,Yes,Fiber Optic,22,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,71.15,71.15,0.0,20,24.75,115.9,3,Churned,Yes,85,5287,Competitor,Competitor made better offer,0.94
9249-FXSCK,Female,20,Yes,No,No,No,0,United States,California,Acampo,95220,38.200231,-121.235034,6317,Q3,0,0,52,Offer B,1,33.69,1,Yes,Fiber Optic,52,1,1,0,1,1,1,1,1,One Year,1,Credit Card,111.25,5916.45,1.27,0,1751.88,7667.06,1,Churned,Yes,90,4861,Competitor,Competitor offered more data,0.93
8580-QVLOC,Female,78,No,Yes,Yes,No,0,United States,California,Merced,95348,37.40122,-120.514191,23100,Q3,0,0,72,,1,25.77,1,Yes,DSL,6,1,1,1,1,1,1,0,1,Two Year,0,Credit Card,92.45,6440.25,0.0,0,1855.44,8295.69,1,Churned,Yes,78,5697,Competitor,Competitor made better offer,0.96
9306-CPCBC,Female,44,No,No,No,No,0,United States,California,Moreno Valley,92555,33.907361,-117.109972,12743,Q3,0,0,3,,1,35.54,1,Yes,Fiber Optic,27,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.25,210.3,0.0,0,106.62,316.92,3,Churned,Yes,94,3207,Competitor,Competitor made better offer,0.93
1465-VINDH,Female,31,No,No,Yes,No,0,United States,California,Los Angeles,90028,34.099869,-118.326843,30568,Q3,1,1,10,,1,32.07,1,Yes,Fiber Optic,22,0,1,1,0,1,1,1,1,Month-to-Month,1,Credit Card,102.1,1068.85,0.0,0,320.7,1389.55,3,Churned,Yes,78,3596,Competitor,Competitor offered higher download speeds,0.84
3164-AALRN,Male,39,No,No,No,No,0,United States,California,Greenwood,95635,38.921333,-120.897718,1140,Q3,0,0,5,,1,45.25,0,Yes,DSL,22,0,0,1,0,1,1,1,0,One Year,1,Credit Card,70.0,347.4,0.0,10,226.25,583.65,2,Churned,Yes,77,2673,Competitor,Competitor had better devices,0.78
1565-RHDJD,Female,21,Yes,No,No,No,0,United States,California,Palo Cedro,96073,40.582399,-122.195512,4931,Q3,0,0,4,,1,41.72,1,Yes,Fiber Optic,69,0,1,1,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,84.05,333.55,0.0,0,166.88,500.43,3,Churned,Yes,95,5552,Competitor,Competitor offered higher download speeds,0.94
2034-CGRHZ,Male,73,No,Yes,No,No,0,United States,California,San Francisco,94104,37.791222,-122.402241,384,Q3,0,0,24,,1,3.23,1,Yes,Fiber Optic,26,0,1,1,0,1,1,0,1,Month-to-Month,1,Credit Card,102.95,2496.7,0.0,0,77.52,2574.22,3,Churned,Yes,66,5245,Attitude,Attitude of support person,0.97
9136-ALYBR,Male,44,No,No,No,No,0,United States,California,Fontana,92337,34.049671,-117.468896,29847,Q3,0,0,1,,0,0.0,0,Yes,Cable,2,0,0,0,0,0,0,0,1,Month-to-Month,1,Mailed Check,24.45,24.45,0.0,0,0.0,24.45,3,Churned,Yes,65,2121,Price,Extra data charges,0.95
6608-QQLVK,Male,35,No,No,No,No,0,United States,California,Bangor,95914,39.396585,-121.38029,626,Q3,0,0,1,,1,39.58,0,Yes,DSL,28,0,0,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.5,50.5,0.0,0,39.58,90.08,3,Churned,Yes,83,2077,Competitor,Competitor made better offer,0.93
8559-CIZFV,Male,34,No,No,Yes,No,0,United States,California,Annapolis,95412,38.731055,-123.316553,747,Q3,1,1,21,Offer D,1,17.57,1,Yes,Cable,14,1,1,0,1,1,0,0,0,One Year,0,Mailed Check,77.5,1625.0,18.39,80,368.97,2055.58,2,Churned,Yes,74,5353,Other,Don't know,1.0
3643-AHCFP,Male,74,No,Yes,Yes,No,0,United States,California,Selma,93662,36.545322,-119.642281,26213,Q3,1,1,7,,1,21.91,1,Yes,Cable,11,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,95.6,644.35,0.0,0,153.37,797.72,3,Churned,Yes,83,3265,Competitor,Competitor made better offer,1.0
0231-LXVAP,Male,23,Yes,No,No,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,0,0,1,,1,44.56,0,Yes,Fiber Optic,27,0,0,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.9,75.9,0.0,0,44.56,120.46,3,Churned,Yes,66,3389,Competitor,Competitor made better offer,0.95
5515-IDEJJ,Male,46,No,No,Yes,Yes,1,United States,California,San Diego,92126,32.886925,-117.152162,74232,Q3,1,4,1,Offer E,1,45.77,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,19.9,19.9,0.0,0,45.77,65.67,1,Churned,Yes,67,5441,Competitor,Competitor made better offer,0.98
6302-JGYRJ,Male,37,No,No,No,No,0,United States,California,Chico,95928,39.681488,-121.83721,32848,Q3,0,0,31,,1,6.71,1,Yes,DSL,3,0,1,0,1,1,1,1,1,One Year,1,Mailed Check,79.45,2587.7,0.0,0,208.01,2795.71,1,Churned,Yes,67,2872,Dissatisfaction,Product dissatisfaction,0.95
9415-DPEWS,Female,47,No,No,No,No,0,United States,California,Carmichael,95608,38.626128,-121.328011,58830,Q3,0,0,18,,1,12.67,1,Yes,Fiber Optic,23,0,0,0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,88.35,1639.3,0.0,0,228.06,1867.36,3,Churned,Yes,96,5727,Competitor,Competitor offered more data,0.99
6941-PMGEP,Female,26,Yes,No,No,No,0,United States,California,Novato,94945,38.135897,-122.563683,16429,Q3,0,0,5,Offer E,1,43.99,0,Yes,Fiber Optic,42,0,0,0,0,0,1,1,0,Month-to-Month,1,Bank Withdrawal,80.0,412.5,40.0,10,219.95,602.45,3,Churned,Yes,90,3937,Competitor,Competitor made better offer,0.93
0968-GSIKN,Female,23,Yes,No,No,No,0,United States,California,Thousand Palms,92276,33.849263,-116.382778,6242,Q3,0,0,1,Offer E,1,30.6,0,Yes,Fiber Optic,27,0,0,0,0,0,0,1,1,Month-to-Month,1,Mailed Check,70.8,70.8,0.0,0,30.6,101.4,3,Churned,Yes,73,3901,Competitor,Competitor made better offer,0.84
0122-OAHPZ,Female,29,Yes,No,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,0,0,7,,1,28.62,1,Yes,Fiber Optic,26,0,0,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,73.85,511.25,13.03,0,200.34,698.5600000000001,3,Churned,Yes,67,2473,Competitor,Competitor made better offer,0.9
4074-SJFFA,Female,44,No,No,No,No,0,United States,California,San Francisco,94122,37.760412,-122.484966,55504,Q3,0,0,1,,1,13.01,0,Yes,DSL,12,0,0,0,0,0,1,1,1,Month-to-Month,1,Mailed Check,54.75,54.75,0.0,0,13.01,67.76,3,Churned,Yes,83,2614,Dissatisfaction,Network reliability,0.75
9305-CDSKC,Female,31,No,No,No,Yes,2,United States,California,Los Angeles,90006,34.048013,-118.293953,62784,Q3,0,0,8,,1,12.15,1,Yes,Cable,26,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,99.65,820.5,0.0,0,97.2,917.7,3,Churned,Yes,86,5372,Other,Moved,0.93
3988-RQIXO,Female,68,No,Yes,No,No,0,United States,California,Corona Del Mar,92625,33.600987,-117.862734,13422,Q3,0,0,1,,1,43.61,0,Yes,Fiber Optic,2,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,3,Churned,Yes,71,2371,Attitude,Attitude of service provider,0.98
4390-KYULV,Male,41,No,No,Yes,No,0,United States,California,Piru,93040,34.432843,-118.730106,1459,Q3,1,1,3,Offer E,1,37.61,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.55,51.15,0.0,0,112.83,163.98,1,Churned,Yes,90,4115,Attitude,Attitude of support person,0.92
6108-OQZDQ,Female,21,Yes,No,Yes,No,0,United States,California,Keene,93531,35.214982,-118.59049,1436,Q3,1,4,4,Offer E,1,9.98,1,Yes,Fiber Optic,51,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,97.95,384.5,0.0,0,39.92,424.42,3,Churned,Yes,72,2570,Attitude,Attitude of service provider,0.97
9231-ZJYAM,Female,65,No,Yes,No,No,0,United States,California,Squaw Valley,93675,36.719141,-119.202677,3146,Q3,0,0,4,,1,36.93,0,Yes,Fiber Optic,18,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,78.85,292.8,0.0,0,147.72,440.52,3,Churned,Yes,72,5301,Other,Moved,0.9
6305-YLBMM,Male,50,No,No,No,No,0,United States,California,Hood,95639,38.375325,-121.507935,213,Q3,0,0,69,,1,2.52,0,Yes,Fiber Optic,24,0,1,1,1,1,1,1,1,One Year,1,Bank Withdrawal,104.05,7262.0,0.0,0,173.88,7435.88,3,Churned,Yes,91,4254,Attitude,Attitude of service provider,0.98
3177-LASXD,Female,43,No,No,No,No,0,United States,California,Westmorland,92281,33.03679,-115.60503,2388,Q3,0,0,1,,1,40.4,0,Yes,Cable,13,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,71.35,71.35,0.0,0,40.4,111.75,3,Churned,Yes,77,2619,Dissatisfaction,Poor expertise of phone support,1.0
0887-HJGAR,Male,57,No,No,No,No,0,United States,California,Coalinga,93210,36.186867,-120.387793,18036,Q3,0,0,1,Offer E,1,5.55,0,Yes,DSL,13,0,0,0,0,0,0,0,1,Month-to-Month,1,Mailed Check,45.7,45.7,0.0,0,5.55,51.25,3,Churned,Yes,95,2295,Competitor,Competitor offered higher download speeds,0.82
1596-BBVTG,Male,53,No,No,No,No,0,United States,California,San Dimas,91773,34.102119,-117.815532,33878,Q3,0,0,35,Offer C,1,25.04,1,Yes,Fiber Optic,21,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,75.35,2636.05,0.0,0,876.4,3512.4500000000003,3,Churned,Yes,79,2785,Other,Poor expertise of online support,0.94
1660-HSOOQ,Male,60,No,No,No,No,0,United States,California,Santa Barbara,93105,34.037342,-119.80079,25771,Q3,0,0,1,,1,4.18,0,Yes,DSL,8,0,0,1,0,0,0,0,0,Month-to-Month,1,Credit Card,49.65,49.65,0.0,40,4.18,93.83,3,Churned,Yes,90,5338,Dissatisfaction,Lack of self-service on Website,0.95
8098-LLAZX,Female,74,No,Yes,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,0,0,4,Offer E,1,31.61,1,Yes,Fiber Optic,2,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,95.45,396.1,0.0,0,126.44,522.54,3,Churned,Yes,85,3677,Competitor,Competitor made better offer,0.96
5378-IKEEG,Female,47,No,No,No,No,0,United States,California,Eagleville,96110,41.280341,-120.150381,132,Q3,0,0,1,Offer E,0,0.0,0,Yes,Cable,2,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,35.75,35.75,0.0,0,0.0,35.75,3,Churned,Yes,70,3351,Price,Price too high,0.99
9102-IAYHT,Female,29,Yes,No,Yes,No,0,United States,California,Salinas,93908,36.624338,-121.615669,13027,Q3,1,1,17,,1,47.76,1,Yes,Fiber Optic,26,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,85.45,1451.6,0.0,0,811.92,2263.52,3,Churned,Yes,94,3670,Attitude,Attitude of support person,0.92
3372-KWFBM,Male,76,No,Yes,No,No,0,United States,California,Bayside,95524,40.825486,-124.049485,1689,Q3,0,0,16,,1,19.18,1,Yes,Fiber Optic,22,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,86.6,1281.0,0.0,0,306.88,1587.88,3,Churned,Yes,81,2508,Dissatisfaction,Network reliability,0.96
2516-VQRRV,Female,77,No,Yes,No,No,0,United States,California,Culver City,90230,33.993991,-118.39704,31963,Q3,0,0,2,,1,23.46,1,Yes,Fiber Optic,25,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,75.45,158.4,0.0,0,46.92,205.32,3,Churned,Yes,65,3350,Price,Long distance charges,0.93
4713-LZDRV,Female,80,No,Yes,No,No,0,United States,California,Malibu,90263,34.037037,-118.705803,11,Q3,0,0,2,Offer E,1,31.91,0,Yes,Cable,30,0,0,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,79.6,195.05,0.0,0,63.82,258.87,3,Churned,Yes,94,4322,Price,Long distance charges,0.96
