Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn,CLTV,Gender_Male,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check
19,Yes,No,No,No,0,37364,0,0,30,No Offer,1,13.16,1,27,0,1,1,1,1,1,1,1,0,110.45,3327.05,0.0,0,394.8,3721.85,4,0,4983,False,True,False,True,False,True,False,True,False
26,Yes,No,Yes,No,0,43684,1,9,70,Offer A,1,41.05,0,59,1,1,1,1,0,1,1,1,0,101.0,7085.5,0.0,0,2873.5,9959.0,3,0,5025,True,True,False,True,False,False,True,True,False
38,No,No,No,No,0,7958,0,0,47,Offer B,1,35.75,1,13,1,0,1,1,0,0,0,0,1,65.0,2879.9,0.0,0,1680.25,4560.15,3,0,3286,False,True,True,False,False,False,True,True,False
35,No,No,No,No,0,7918,0,0,2,No Offer,1,35.41,0,25,1,0,1,0,0,0,0,1,1,80.45,137.1,0.0,0,70.82,207.92,4,0,5602,False,True,False,True,False,False,False,False,False
23,Yes,No,Yes,No,0,8316,1,9,61,Offer B,1,13.35,1,0,0,0,0,0,0,0,0,0,1,24.1,1551.6,0.0,0,814.35,2365.95,4,0,5970,False,False,False,False,True,False,True,True,False
46,No,No,No,No,0,7831,0,0,5,No Offer,1,10.99,0,29,0,0,0,0,0,0,0,1,1,44.05,202.15,0.0,0,54.95,257.1,5,0,5846,False,True,True,False,False,False,False,True,False
43,No,No,Yes,No,0,2241,1,5,48,Offer B,1,15.95,0,0,0,0,0,0,0,0,0,0,0,19.25,855.1,0.0,0,765.5999999999999,1620.6999999999998,4,0,2282,True,False,False,False,True,False,True,True,False
41,No,No,No,No,0,826,0,0,63,Offer B,1,40.34,0,8,0,0,1,1,1,0,0,1,1,90.05,5817.0,0.0,0,2541.42,8358.42,3,0,4039,False,True,False,True,False,True,False,True,False
35,No,No,No,No,0,1022,0,0,27,No Offer,1,25.21,0,9,1,1,0,0,0,0,0,1,1,56.7,1652.95,0.0,0,680.6700000000001,2333.62,3,0,4472,False,True,True,False,False,False,False,True,False
28,Yes,No,Yes,No,0,64,1,10,70,Offer A,1,24.08,0,46,1,1,1,0,1,1,1,1,1,80.15,5600.15,0.0,0,1685.6,7285.75,3,0,5715,True,True,True,False,False,False,True,True,False
47,No,No,Yes,Yes,2,7685,1,3,7,No Offer,1,49.98,0,25,1,0,1,1,0,1,1,1,1,71.35,515.75,0.0,0,349.85999999999996,865.6099999999999,3,0,3459,True,True,False,False,False,False,False,True,False
24,Yes,No,No,No,0,734,0,0,10,No Offer,1,13.16,0,0,0,0,0,0,0,0,0,0,0,20.25,202.5,0.0,0,131.6,334.1,4,0,5504,True,False,False,False,True,False,True,True,False
19,Yes,No,Yes,No,0,46171,1,10,2,No Offer,1,4.65,0,53,1,1,0,0,1,0,0,1,0,90.35,190.5,0.0,0,9.3,199.8,3,0,5361,False,True,False,True,False,False,False,False,False
50,No,No,No,No,0,618,0,0,66,Offer A,1,45.54,0,0,0,0,0,0,0,0,0,0,0,19.7,1253.8,0.0,0,3005.64,4259.44,3,0,4601,True,False,False,False,True,False,True,False,False
22,Yes,No,No,No,0,71,0,0,3,No Offer,1,3.12,0,0,0,0,0,0,0,0,0,0,0,19.85,57.2,0.0,0,9.36,66.56,4,0,5634,False,False,False,False,True,False,False,True,False
41,No,No,Yes,No,0,2771,1,9,72,Offer A,1,9.6,1,25,1,1,0,1,0,0,0,1,1,90.35,6563.4,0.0,0,691.1999999999999,7254.599999999999,3,0,5794,False,True,False,True,False,False,True,False,False
37,No,No,No,No,0,35109,0,0,1,Offer E,1,48.14,0,0,0,0,0,0,0,0,0,0,0,20.8,20.8,0.0,0,48.14,68.94,4,0,3678,True,False,False,False,True,False,False,True,False
56,No,No,Yes,No,0,504,1,6,72,Offer A,1,14.65,1,20,1,0,1,1,0,0,0,1,0,66.85,4758.8,0.0,0,1054.8,5813.6,3,0,6264,False,True,True,False,False,False,True,False,False
30,No,No,Yes,No,0,11198,1,2,65,Offer B,1,18.07,0,0,0,0,0,0,0,0,0,0,0,19.9,1292.6,0.0,0,1174.55,2467.1499999999996,4,0,6312,True,False,False,False,True,False,True,True,False
22,Yes,No,No,No,0,1220,0,0,11,Offer D,0,0.0,0,52,0,0,0,0,1,0,0,1,1,35.8,363.15,0.0,0,0.0,363.15,5,0,2534,False,True,True,False,False,False,False,True,False
56,No,No,No,No,0,42239,0,0,22,Offer D,1,30.35,1,10,0,1,0,0,0,0,0,0,1,78.85,1600.25,0.0,50,667.7,2317.95,5,0,2444,True,True,False,True,False,False,False,True,False
23,Yes,No,No,No,0,8217,0,0,14,Offer D,1,36.42,0,0,0,0,0,0,0,0,0,0,0,20.4,275.7,0.0,0,509.88,785.5799999999999,5,0,5068,True,False,False,False,True,True,False,False,False
45,No,No,No,No,0,318,0,0,41,Offer B,1,1.08,0,6,0,0,0,1,0,0,0,1,1,74.25,3089.1,0.0,0,44.28,3133.38,3,0,3277,True,True,False,True,False,False,False,False,False
32,No,No,Yes,No,0,67232,1,2,17,Offer D,1,45.35,0,11,1,1,0,0,0,1,1,1,0,64.8,1175.6,0.0,0,770.95,1946.55,4,0,3546,True,True,True,False,False,True,False,True,False
63,No,No,No,No,0,34045,0,0,11,Offer D,1,44.53,0,0,0,0,0,0,0,0,0,0,1,20.45,237.3,0.0,0,489.83,727.1300000000001,4,0,2642,True,False,False,False,True,False,False,True,False
24,Yes,No,Yes,No,0,14931,1,5,72,Offer A,1,41.21,1,73,1,1,1,0,1,1,1,1,1,110.65,8065.65,0.0,0,2967.12,11032.77,4,0,4259,False,True,False,True,False,False,True,True,False
59,No,No,Yes,Yes,3,25805,1,6,3,Offer E,0,0.0,0,53,0,1,0,0,0,1,1,1,0,40.3,92.5,0.0,0,0.0,92.5,4,0,5651,False,True,False,False,False,False,False,True,False
20,Yes,No,Yes,No,0,413,1,7,59,Offer B,1,41.15,1,48,1,1,1,1,0,1,1,0,1,107.0,6152.3,0.0,0,2427.85,8580.15,4,0,4620,False,True,False,True,False,True,False,True,False
30,No,No,Yes,No,0,1968,1,4,71,Offer A,1,16.24,0,59,0,1,0,1,1,1,1,1,1,73.35,5154.5,0.0,0,1153.04,6307.54,5,0,5124,True,True,False,False,False,False,True,True,False
45,No,No,Yes,Yes,2,3464,1,10,5,Offer E,1,35.6,0,19,0,0,0,0,0,0,0,1,0,44.8,220.45,0.0,0,178.0,398.45,3,0,2492,False,True,False,False,False,False,False,True,False
54,No,No,Yes,Yes,6,273,1,5,27,No Offer,1,36.19,0,53,1,1,0,0,0,0,0,1,1,54.75,1510.3,0.0,0,977.13,2487.43,3,0,3519,True,True,True,False,False,False,False,True,False
48,No,No,No,No,0,273,0,0,63,Offer B,0,0.0,0,28,1,1,0,1,0,0,0,1,1,40.6,2588.95,0.0,0,0.0,2588.95,3,0,6406,True,True,True,False,False,True,False,False,False
40,No,No,Yes,No,0,1766,1,5,72,Offer A,1,24.24,1,27,1,0,0,0,0,0,0,1,0,55.3,3983.6,0.0,0,1745.28,5728.88,4,0,6259,True,True,True,False,False,False,True,False,False
59,No,No,Yes,No,0,5446,1,5,34,No Offer,1,12.3,1,26,1,0,0,1,0,0,0,1,1,60.85,2003.6,0.0,0,418.2000000000001,2421.8,4,0,3012,False,True,True,False,False,False,False,False,False
54,No,No,Yes,No,0,19391,1,4,24,No Offer,1,31.62,1,12,1,1,0,0,1,1,1,0,0,78.4,1832.4,0.0,130,758.88,2721.28,3,0,2506,False,True,True,False,False,True,False,False,False
53,No,No,No,No,0,46858,0,0,72,Offer A,1,3.66,1,13,1,1,1,1,0,0,0,1,0,69.65,4908.25,0.0,0,263.52,5171.77,5,0,4262,True,True,True,False,False,False,True,False,False
46,No,No,Yes,No,0,33856,1,1,60,Offer B,0,0.0,0,19,1,0,1,1,1,1,1,1,0,59.85,3590.2,0.0,0,0.0,3590.2,5,0,5790,False,True,True,False,False,False,True,True,False
60,No,No,No,No,0,9395,0,0,68,Offer A,1,1.27,1,13,1,1,1,0,0,1,1,1,1,76.9,5023.0,0.0,0,86.36,5109.36,4,0,5355,True,True,False,False,False,True,False,True,False
44,No,No,Yes,No,0,5519,1,8,8,Offer E,1,17.09,0,0,0,0,0,0,0,0,0,0,1,19.85,146.6,0.0,0,136.72,283.32,5,0,3260,False,False,False,False,True,False,True,True,False
22,Yes,No,No,No,0,1965,0,0,34,No Offer,1,20.75,0,27,1,0,1,1,1,0,0,1,0,67.65,2339.3,0.0,0,705.5,3044.8,3,0,4263,False,True,True,False,False,False,True,True,False
25,Yes,No,No,No,0,24206,0,0,6,Offer E,0,0.0,0,52,0,0,0,0,1,1,1,1,0,45.0,298.7,0.0,0,0.0,298.7,5,0,2270,False,True,False,False,False,False,False,True,False
38,No,No,Yes,No,0,9388,1,2,2,Offer E,1,4.41,0,26,0,1,0,1,0,1,1,0,1,64.2,143.65,0.0,30,8.82,182.47,4,0,4369,True,True,True,False,False,False,False,True,False
24,Yes,No,No,No,0,506,0,0,31,No Offer,1,17.18,1,76,0,0,0,1,0,0,0,1,0,81.7,2548.65,0.0,0,532.58,3081.23,5,0,4850,True,True,False,True,False,True,False,True,False
47,No,No,Yes,Yes,7,9491,1,6,20,Offer D,1,36.85,1,0,0,0,0,0,0,0,0,0,1,25.55,507.4,0.0,0,737.0,1244.4,4,0,3235,False,False,False,False,True,False,False,False,False
21,Yes,No,Yes,Yes,3,77,1,4,1,No Offer,1,6.86,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,0.0,0,6.86,26.86,4,0,2358,False,False,False,False,True,False,False,False,False
39,No,No,Yes,No,0,152,1,7,39,No Offer,1,29.56,1,0,0,0,0,0,0,0,0,0,1,23.8,903.8,0.0,0,1152.84,2056.64,5,0,3970,True,False,False,False,True,False,True,True,False
61,No,No,Yes,No,0,93,1,1,46,No Offer,1,37.02,0,6,0,1,0,1,1,0,0,1,1,64.2,3009.5,0.0,0,1702.92,4712.42,4,0,4699,False,True,True,False,False,False,True,True,False
45,No,No,Yes,No,0,14088,1,5,72,Offer A,1,43.47,1,9,0,0,1,0,1,1,1,0,1,76.8,5468.45,0.0,90,3129.84,8688.29,3,0,5120,False,True,False,False,False,False,True,False,False
63,No,No,No,No,0,52,0,0,18,Offer D,1,47.72,0,28,0,0,1,1,0,0,0,1,0,55.2,1058.1,0.0,0,858.96,1917.06,4,0,2110,True,True,True,False,False,False,False,True,False
29,Yes,No,Yes,No,0,29124,1,10,71,Offer A,1,31.97,1,73,1,0,1,1,1,1,1,1,1,108.55,7616.0,0.0,0,2269.87,9885.87,3,0,4111,True,True,False,True,False,False,True,True,False
55,No,No,Yes,No,0,3376,1,9,42,No Offer,1,33.63,1,0,0,0,0,0,0,0,0,0,0,25.25,1108.2,0.0,0,1412.46,2520.66,4,0,3052,False,False,False,False,True,False,True,False,False
23,Yes,No,Yes,No,0,8521,0,0,34,No Offer,0,0.0,0,42,1,0,0,0,0,0,0,1,0,30.4,938.65,0.0,0,0.0,938.65,4,0,4697,True,True,True,False,False,True,False,False,False
23,Yes,No,No,No,0,8449,0,0,25,Offer C,1,9.57,1,59,0,0,0,0,1,0,0,1,1,84.6,2088.05,0.0,0,239.25,2327.3,3,0,4874,False,True,False,True,False,False,False,True,False
37,No,No,Yes,Yes,3,12587,1,10,55,No Offer,1,35.04,0,57,0,1,1,1,1,1,1,0,1,103.7,5656.75,0.0,20,1927.2,7603.95,3,0,5892,False,True,False,True,False,True,False,False,False
30,No,No,Yes,No,0,1314,1,9,70,No Offer,1,9.28,1,51,1,1,0,1,0,0,0,1,1,88.0,5986.45,0.0,0,649.5999999999999,6636.049999999999,3,0,4867,True,True,False,True,False,False,True,True,False
41,No,No,Yes,No,0,265,1,3,61,No Offer,1,27.63,1,29,0,0,1,1,1,1,1,1,1,106.35,6751.35,0.0,0,1685.4299999999998,8436.78,5,0,5632,False,True,False,True,False,False,False,False,False
62,No,No,Yes,No,0,972,1,1,43,No Offer,1,41.08,0,18,1,0,1,1,1,1,1,1,1,79.15,3566.6,0.0,0,1766.4399999999998,5333.04,3,0,3716,True,True,True,False,False,False,True,True,False
37,No,No,No,No,0,25923,0,0,47,No Offer,1,16.64,1,8,0,1,1,0,1,1,1,1,1,103.1,4889.3,0.0,0,782.08,5671.38,4,0,5029,True,True,False,True,False,True,False,False,False
38,No,No,No,No,0,5729,0,0,5,Offer E,1,13.96,0,5,0,0,1,1,1,0,0,1,1,63.95,318.1,0.0,0,69.80000000000001,387.9,4,0,3099,True,True,True,False,False,False,False,True,False
55,No,No,No,No,0,28991,0,0,62,No Offer,1,8.23,1,0,0,0,0,0,0,0,0,0,1,25.8,1563.95,0.0,0,510.2600000000001,2074.21,3,0,6201,False,False,False,False,True,False,True,True,False
47,No,No,Yes,Yes,1,642,1,1,14,No Offer,1,31.7,1,0,0,0,0,0,0,0,0,0,0,25.55,372.45,0.0,0,443.8,816.25,5,0,2080,False,False,False,False,True,False,False,True,False
35,No,No,Yes,Yes,3,306,1,2,34,Offer C,0,0.0,0,76,0,0,1,1,1,0,0,1,1,44.85,1442.6,0.0,0,0.0,1442.6,4,0,5569,True,True,True,False,False,False,False,False,False
44,No,No,Yes,Yes,1,1130,1,9,38,Offer C,1,33.1,1,0,0,0,0,0,0,0,0,0,0,25.05,963.95,0.0,0,1257.8,2221.75,3,0,3772,True,False,False,False,True,False,True,True,False
46,No,No,Yes,No,0,327,1,7,70,No Offer,1,19.1,0,21,1,1,1,1,0,1,1,1,0,74.1,5222.3,0.0,0,1337.0,6559.3,3,0,6325,False,True,True,False,False,True,False,True,False
33,No,No,Yes,Yes,2,646,1,3,37,Offer C,1,1.08,1,16,0,1,0,0,1,0,0,1,1,88.8,3340.55,0.0,0,39.96,3380.51,4,0,3746,False,True,False,True,False,False,False,False,False
47,No,No,Yes,No,0,47999,0,0,62,No Offer,1,14.05,0,25,1,0,1,1,0,1,1,1,0,71.4,4487.3,0.0,0,871.1,5358.400000000001,3,0,5327,True,True,True,False,False,True,False,True,False
27,Yes,No,No,No,0,26580,0,0,36,Offer C,1,42.51,0,52,1,0,1,1,1,1,1,0,1,79.2,2854.95,0.0,40,1530.36,4425.3099999999995,3,0,4830,True,True,False,False,False,False,False,True,False
36,No,No,No,No,0,35451,0,0,44,No Offer,1,1.4,0,0,0,0,0,0,0,0,0,0,0,20.4,905.55,0.0,0,61.599999999999994,967.15,5,0,2404,True,False,False,False,True,False,True,True,False
44,No,No,Yes,No,0,29337,1,7,72,No Offer,1,6.58,1,7,1,0,1,0,1,1,1,1,1,105.0,7589.8,0.0,0,473.76,8063.56,3,0,5678,False,True,False,True,False,False,True,True,False
59,No,No,No,No,0,45087,0,0,13,No Offer,0,0.0,0,7,1,0,0,0,0,0,0,1,1,30.85,394.1,0.0,0,0.0,394.1,3,0,2444,False,True,False,False,False,False,False,False,False
23,Yes,No,Yes,No,0,60889,1,7,15,No Offer,1,34.63,0,0,0,0,0,0,0,0,0,0,0,20.55,295.95,0.0,0,519.45,815.4000000000001,5,0,3009,False,False,False,False,True,True,False,True,False
57,No,No,No,No,0,21010,0,0,65,No Offer,1,41.74,0,17,1,1,1,1,1,1,1,1,1,84.85,5459.2,0.0,0,2713.1,8172.299999999999,4,0,5434,False,True,False,False,False,False,True,False,False
54,No,No,Yes,No,0,39148,1,7,12,No Offer,0,0.0,0,27,1,0,0,1,0,0,0,1,0,33.15,444.75,0.0,0,0.0,444.75,3,0,3882,False,True,True,False,False,True,False,True,False
55,No,No,Yes,No,0,54701,1,8,72,No Offer,1,5.32,1,5,1,1,1,1,1,1,1,0,1,92.0,6782.15,0.0,10,383.04,7175.19,3,0,5883,True,True,True,False,False,False,True,True,False
23,Yes,No,Yes,No,0,16346,1,3,72,No Offer,1,44.92,1,69,1,1,1,1,1,1,1,1,0,89.8,6510.45,0.0,0,3234.24,9744.69,3,0,5762,False,True,True,False,False,False,True,True,False
57,No,No,Yes,Yes,2,35739,1,9,72,No Offer,1,12.29,1,24,1,1,1,1,1,1,1,1,1,115.8,8476.5,0.0,0,884.8799999999999,9361.38,3,0,5841,False,True,False,True,False,False,True,False,False
63,No,No,No,No,0,58548,0,0,52,No Offer,1,32.02,1,28,1,1,0,1,1,1,1,1,1,85.15,4461.85,0.0,0,1665.0400000000002,6126.89,3,0,4322,True,True,True,False,False,False,True,True,False
50,No,No,No,No,0,53946,0,0,2,Offer E,1,40.25,1,0,0,0,0,0,0,0,0,0,0,24.85,62.0,0.0,0,80.5,142.5,3,0,5983,True,False,False,False,True,False,False,True,False
63,No,No,No,No,0,22292,0,0,5,Offer E,1,8.32,0,22,1,0,0,1,1,0,0,1,1,64.35,352.65,0.0,0,41.6,394.25,4,0,4771,False,True,True,False,False,False,False,False,False
32,No,No,No,No,0,13027,0,0,68,No Offer,1,48.41,0,0,0,0,0,0,0,0,0,0,0,20.5,1424.9,0.0,0,3291.8799999999997,4716.78,4,0,4201,False,False,False,False,True,False,True,True,False
22,Yes,No,No,No,0,2966,0,0,72,No Offer,1,48.36,1,71,1,1,0,1,1,1,1,0,0,86.05,6309.65,0.0,20,3481.92,9811.57,4,0,5965,True,True,True,False,False,False,True,True,False
59,No,No,Yes,No,0,6691,1,10,66,No Offer,1,37.38,1,8,1,1,0,1,0,0,0,1,0,89.0,5898.6,0.0,0,2467.0800000000004,8365.68,3,0,4488,False,True,False,True,False,True,False,False,False
52,No,No,Yes,No,0,1140,1,9,72,No Offer,0,0.0,0,18,1,1,1,1,1,1,1,1,1,64.8,4719.75,0.0,0,0.0,4719.75,3,0,4036,True,True,True,False,False,False,True,True,False
63,No,No,No,No,0,9023,0,0,26,Offer C,1,45.7,0,0,0,0,0,0,0,0,0,0,0,19.8,457.3,0.0,0,1188.2,1645.5,3,0,5823,True,False,False,False,True,True,False,True,False
53,No,No,Yes,Yes,1,14204,1,2,64,No Offer,1,30.82,1,11,1,0,1,0,0,1,1,1,0,93.4,5822.3,0.0,0,1972.48,7794.780000000001,3,0,6249,True,True,False,True,False,False,True,False,False
61,No,No,Yes,No,0,32857,1,6,62,No Offer,0,0.0,0,4,0,0,0,1,1,0,0,1,1,39.0,2337.45,0.0,0,0.0,2337.45,4,0,4987,True,True,False,False,False,False,True,False,False
44,No,No,No,No,0,15449,0,0,5,No Offer,1,24.61,0,0,0,0,0,0,0,0,0,0,1,20.5,104.3,0.0,0,123.05,227.35,3,0,5263,False,False,False,False,True,False,False,True,False
44,No,No,No,Yes,1,521,0,0,3,No Offer,1,33.87,1,0,0,0,0,0,0,0,0,0,1,26.4,121.25,0.0,0,101.61,222.86,5,0,4315,True,False,False,False,True,False,True,True,False
32,No,No,Yes,No,0,38244,1,1,72,No Offer,1,25.48,1,3,1,0,1,1,1,0,0,1,1,98.2,7015.9,0.0,0,1834.56,8850.46,3,0,4332,False,True,False,True,False,False,True,False,False
26,Yes,No,Yes,Yes,3,13003,1,1,57,No Offer,1,4.18,0,73,0,1,1,0,1,1,1,1,1,97.55,5598.0,0.0,0,238.26,5836.26,4,0,5833,True,True,False,True,False,True,False,True,False
63,No,No,No,Yes,1,407,0,0,66,No Offer,1,37.94,0,0,0,0,0,0,0,0,0,0,0,19.95,1269.1,0.0,0,2504.04,3773.14,4,0,6382,True,False,False,False,True,False,True,True,False
33,No,No,No,Yes,2,3635,0,0,45,No Offer,1,23.54,1,12,0,0,1,0,1,1,1,1,0,99.7,4634.35,0.0,0,1059.3,5693.650000000001,4,0,3333,True,True,False,True,False,False,True,False,False
25,Yes,No,No,No,0,40346,0,0,3,No Offer,0,0.0,0,46,0,0,0,0,1,0,0,1,1,34.8,113.95,0.0,0,0.0,113.95,4,0,2496,False,True,True,False,False,False,False,True,False
48,No,No,No,No,0,63337,0,0,51,No Offer,0,0.0,0,10,1,0,1,1,1,1,1,1,0,60.15,3077.0,0.0,0,0.0,3077.0,3,0,5404,False,True,True,False,False,True,False,False,False
29,Yes,No,No,No,0,17929,0,0,60,No Offer,1,37.95,1,27,1,0,1,1,0,0,0,0,0,64.75,4039.5,0.0,120,2277.0,6436.5,3,0,6408,False,True,True,False,False,True,False,False,False
62,No,No,No,No,0,1622,0,0,33,Offer C,1,5.91,1,5,0,1,0,0,0,0,0,1,1,54.65,1665.2,0.0,0,195.03,1860.23,3,0,5201,True,True,True,False,False,False,False,False,False
39,No,No,Yes,No,0,39062,1,1,67,No Offer,1,35.03,1,23,1,0,1,1,1,1,1,1,1,111.25,7511.65,0.0,0,2347.01,9858.66,3,0,5649,False,True,False,True,False,True,False,False,False
19,Yes,No,Yes,No,0,6876,1,1,49,No Offer,0,0.0,0,82,1,0,0,1,0,0,0,1,1,35.8,1782.0,0.0,0,0.0,1782.0,4,0,4865,False,True,False,False,False,True,False,True,False
42,No,No,No,No,0,6601,0,0,1,No Offer,1,3.23,0,0,0,0,0,0,0,0,0,0,1,20.05,20.05,0.0,0,3.23,23.28,3,0,5368,True,False,False,False,True,False,False,True,False
23,Yes,No,Yes,Yes,3,3064,1,1,37,Offer C,1,43.01,0,51,0,0,0,0,1,1,1,1,0,91.2,3247.55,0.0,0,1591.37,4838.92,5,0,5263,True,True,False,True,False,True,False,True,False
37,No,No,Yes,Yes,3,13483,1,1,31,Offer C,1,20.76,1,57,1,0,1,1,0,0,0,1,0,89.3,2823.0,0.0,0,643.5600000000001,3466.56,3,0,2132,True,True,False,True,False,False,False,False,False
56,No,No,Yes,No,0,35737,1,1,63,Offer B,1,38.85,1,27,0,0,0,1,0,0,0,1,1,81.2,4965.1,0.0,0,2447.55,7412.650000000001,3,0,6063,False,True,False,True,False,True,False,True,False
53,No,No,No,No,0,25569,0,0,30,Offer C,1,41.66,1,28,1,1,0,0,0,1,1,1,1,94.3,2679.7,0.0,0,1249.8,3929.5,3,0,4219,True,True,False,True,False,False,False,True,False
29,Yes,No,Yes,No,0,32368,1,1,71,No Offer,1,33.83,1,27,1,1,1,1,1,1,1,0,1,116.1,8310.55,0.0,130,2401.93,10842.48,4,0,5027,True,True,False,True,False,False,True,False,False
33,No,No,No,No,0,10658,0,0,53,Offer B,1,12.92,1,19,0,1,1,0,1,1,1,1,0,105.55,5682.25,0.0,0,684.76,6367.01,5,0,5731,False,True,False,True,False,False,True,False,False
27,Yes,No,Yes,No,0,28098,1,1,50,Offer B,1,17.58,1,47,1,1,0,0,0,1,1,1,1,94.4,4914.9,0.0,0,878.9999999999999,5793.9,4,0,5548,True,True,False,True,False,False,False,True,False
19,Yes,No,No,No,0,291,0,0,2,No Offer,1,27.17,0,0,0,0,0,0,0,0,0,0,0,19.5,27.55,0.0,0,54.34,81.89,5,0,4836,False,False,False,False,True,False,False,False,True
35,No,No,Yes,No,0,50070,1,1,56,Offer B,1,34.1,0,13,1,1,1,0,1,1,1,1,1,105.6,6068.65,0.0,0,1909.6,7978.25,4,0,4196,False,True,False,True,False,True,False,True,False
60,No,No,Yes,No,0,16985,1,1,67,No Offer,1,45.25,0,18,1,1,1,0,1,1,1,1,0,81.35,5398.6,0.0,0,3031.75,8430.35,3,0,4219,True,True,True,False,False,False,True,True,False
38,No,No,No,No,0,23036,0,0,4,No Offer,1,20.76,0,30,0,0,0,0,1,0,0,1,1,56.4,234.85,0.0,0,83.04,317.89,4,0,5344,True,True,True,False,False,False,False,False,False
61,No,No,No,No,0,384,0,0,19,No Offer,1,41.79,0,6,0,1,0,1,0,1,1,0,1,65.35,1231.85,0.0,60,794.01,2085.8599999999997,4,0,2051,True,True,True,False,False,True,False,False,False
26,Yes,No,No,Yes,3,2066,0,0,8,No Offer,1,45.87,0,0,0,0,0,0,0,0,0,0,0,19.95,170.9,0.0,0,366.96,537.86,4,0,5919,False,False,False,False,True,False,False,False,True
29,Yes,No,No,No,0,17372,0,0,71,No Offer,1,41.92,1,53,0,1,1,1,1,1,1,1,1,111.25,7984.15,0.0,0,2976.32,10960.47,4,0,4361,False,True,False,True,False,False,True,False,False
40,No,No,Yes,Yes,1,74641,1,1,72,No Offer,1,11.67,1,26,1,0,1,0,1,1,1,1,1,106.1,7848.5,0.0,0,840.24,8688.74,3,0,6283,True,True,False,True,False,True,False,False,False
42,No,No,No,No,0,3337,0,0,12,No Offer,1,16.59,0,0,0,0,0,0,0,0,0,0,0,20.05,267.0,0.0,0,199.08,466.08,3,0,4018,True,False,False,False,True,True,False,True,False
22,Yes,No,Yes,Yes,2,73117,1,1,72,No Offer,1,28.06,1,0,0,0,0,0,0,0,0,0,1,25.2,1798.9,0.0,0,2020.32,3819.22,3,0,6499,True,False,False,False,True,False,True,False,False
45,No,No,No,No,0,42959,0,0,72,No Offer,0,0.0,0,10,1,1,1,1,1,1,1,1,1,65.55,4807.45,0.0,0,0.0,4807.45,4,0,4266,True,True,False,False,False,False,True,False,False
37,No,No,No,No,0,38756,0,0,26,Offer C,1,20.64,1,22,0,0,1,0,0,0,0,1,1,80.7,2193.0,0.0,0,536.64,2729.64,3,0,4501,False,True,False,True,False,False,False,False,False
48,No,No,No,No,0,38955,0,0,21,No Offer,1,36.31,0,27,0,1,1,1,1,1,1,1,1,104.55,2239.4,0.0,0,762.51,3001.91,4,0,3471,False,True,False,True,False,True,False,True,False
23,Yes,No,Yes,No,0,42476,1,1,60,Offer B,1,16.42,1,0,0,0,0,0,0,0,0,0,0,24.15,1505.9,0.0,0,985.2,2491.1000000000004,3,0,4501,True,False,False,False,True,True,False,False,False
26,Yes,No,No,No,0,55504,0,0,12,No Offer,1,41.11,0,0,0,0,0,0,0,0,0,0,0,20.45,255.35,0.0,0,493.32,748.67,5,0,4883,True,False,False,False,True,False,False,False,True
25,Yes,No,Yes,No,0,22920,1,1,16,No Offer,1,25.83,1,46,0,0,0,0,0,0,0,1,1,75.4,1189.4,0.0,0,413.28,1602.68,5,0,5432,True,True,False,True,False,False,False,False,False
38,No,No,Yes,No,0,33177,1,1,63,Offer B,1,49.08,1,24,1,1,0,0,1,1,1,0,1,79.7,4786.15,0.0,30,3092.04,7908.19,3,0,4010,False,True,False,False,False,True,False,True,False
54,No,No,Yes,Yes,1,2240,1,1,32,Offer C,1,32.43,0,19,1,1,1,1,0,1,1,1,0,76.3,2404.15,0.0,0,1037.76,3441.91,3,0,5324,False,True,False,False,False,False,False,False,False
32,No,No,Yes,Yes,3,26297,1,6,68,No Offer,1,16.09,1,53,0,1,0,1,1,1,1,1,1,103.75,7039.45,0.0,0,1094.12,8133.57,3,0,4121,False,True,False,True,False,False,True,True,False
53,No,No,Yes,Yes,3,26831,0,0,30,Offer C,1,48.43,0,58,0,0,1,0,0,1,1,1,0,86.45,2538.05,0.0,0,1452.9,3990.95,3,0,2923,False,True,False,True,False,True,False,False,False
44,No,No,No,No,0,40137,0,0,16,No Offer,1,38.02,0,25,0,1,0,0,0,0,0,1,0,75.1,1212.85,0.0,0,608.32,1821.17,5,0,5176,False,True,False,True,False,False,False,False,False
32,No,No,No,No,0,16198,0,0,33,Offer C,1,34.85,0,27,0,1,0,1,0,0,0,1,0,80.6,2651.1,0.0,0,1150.05,3801.15,4,0,5542,True,True,False,True,False,False,True,False,False
54,No,No,Yes,No,0,45499,1,3,72,No Offer,1,2.61,0,0,0,0,0,0,0,0,0,0,0,19.3,1304.8,0.0,0,187.92,1492.72,3,0,4035,True,False,False,False,True,False,True,True,False
